"","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","date traps out","date traps coll"
"75","GuamNblasL2","Guam","Nblas","L2","y","w","Diptera",0,2018-01-12,2018-01-15
"76","GuamNblasL2","Guam","Nblas","L2","y","r","Diptera",0,2018-01-12,2018-01-15
"77","GuamNblasL2","Guam","Nblas","L2","b","w","Diptera",0,2018-01-12,2018-01-15
"78","GuamNblasL2","Guam","Nblas","L2","b","r","Diptera",0,2018-01-12,2018-01-15
"79","GuamNblasL2","Guam","Nblas","L2","b","b","Diptera",0,2018-01-12,2018-01-15
"80","GuamNblasL2","Guam","Nblas","L2","b","y","Diptera",0,2018-01-12,2018-01-15
"81","GuamNblasL3","Guam","Nblas","L3","r","r","Diptera",1,2018-01-12,2018-01-15
"82","GuamNblasL3","Guam","Nblas","L3","r","w","Diptera",0,2018-01-12,2018-01-15
"83","GuamNblasL3","Guam","Nblas","L3","r","b","Diptera",0,2018-01-12,2018-01-15
"84","GuamNblasL3","Guam","Nblas","L3","r","y","Diptera",0,2018-01-12,2018-01-15
"85","GuamNblasL3","Guam","Nblas","L3","w","r","Diptera",0,2018-01-12,2018-01-15
"86","GuamNblasL3","Guam","Nblas","L3","w","w","Diptera",0,2018-01-12,2018-01-15
"87","GuamNblasL3","Guam","Nblas","L3","w","b","Diptera",0,2018-01-12,2018-01-15
"88","GuamNblasL3","Guam","Nblas","L3","w","y","Diptera",0,2018-01-12,2018-01-15
"89","GuamNblasL3","Guam","Nblas","L3","y","r","Diptera",0,2018-01-12,2018-01-15
"90","GuamNblasL3","Guam","Nblas","L3","y","w","Diptera",0,2018-01-12,2018-01-15
"91","GuamNblasL3","Guam","Nblas","L3","y","b","Diptera",0,2018-01-12,2018-01-15
"92","GuamNblasL3","Guam","Nblas","L3","y","y","Diptera",3,2018-01-12,2018-01-15
"93","GuamNblasL3","Guam","Nblas","L3","b","r","Diptera",0,2018-01-12,2018-01-15
"94","GuamNblasL3","Guam","Nblas","L3","b","w","Diptera",0,2018-01-12,2018-01-15
"95","GuamNblasL3","Guam","Nblas","L3","b","b","Diptera",0,2018-01-12,2018-01-15
"96","GuamNblasL3","Guam","Nblas","L3","b","y","Diptera",0,2018-01-12,2018-01-15
"97","GuamRacetrackL1","Guam","Racetrack","L1","w","w","Diptera",0,2018-01-12,2018-01-15
"98","GuamRacetrackL1","Guam","Racetrack","L1","w","r","Diptera",0,2018-01-12,2018-01-15
"99","GuamRacetrackL1","Guam","Racetrack","L1","w","y","Diptera",0,2018-01-12,2018-01-15
"100","GuamRacetrackL1","Guam","Racetrack","L1","y","y","Diptera",2,2018-01-12,2018-01-15
"101","GuamRacetrackL1","Guam","Racetrack","L1","w","b","Diptera",0,2018-01-12,2018-01-15
"102","GuamRacetrackL1","Guam","Racetrack","L1","r","r","Diptera",0,2018-01-12,2018-01-15
"103","GuamRacetrackL1","Guam","Racetrack","L1","r","y","Diptera",1,2018-01-12,2018-01-15
"104","GuamRacetrackL1","Guam","Racetrack","L1","y","r","Diptera",0,2018-01-12,2018-01-15
"105","GuamRacetrackL1","Guam","Racetrack","L1","b","r","Diptera",2,2018-01-12,2018-01-15
"106","GuamRacetrackL1","Guam","Racetrack","L1","b","b","Diptera",2,2018-01-12,2018-01-15
"107","GuamRacetrackL1","Guam","Racetrack","L1","r","b","Diptera",0,2018-01-12,2018-01-15
"108","GuamRacetrackL1","Guam","Racetrack","L1","r","w","Diptera",0,2018-01-12,2018-01-15
"109","GuamRacetrackL1","Guam","Racetrack","L1","y","w","Diptera",4,2018-01-12,2018-01-15
"110","GuamRacetrackL1","Guam","Racetrack","L1","b","w","Diptera",0,2018-01-12,2018-01-15
"111","GuamRacetrackL1","Guam","Racetrack","L1","b","b","Diptera",0,2018-01-12,2018-01-15
"112","GuamRacetrackL1","Guam","Racetrack","L1","y","b","Diptera",2,2018-01-12,2018-01-15
"113","GuamRacetrackL2","Guam","Racetrack","L2","r","w","Diptera",0,2018-01-12,2018-01-15
"114","GuamRacetrackL2","Guam","Racetrack","L2","b","y","Diptera",2,2018-01-12,2018-01-15
"115","GuamRacetrackL2","Guam","Racetrack","L2","b","b","Diptera",0,2018-01-12,2018-01-15
"116","GuamRacetrackL2","Guam","Racetrack","L2","b","r","Diptera",2,2018-01-12,2018-01-15
"117","GuamRacetrackL2","Guam","Racetrack","L2","b","w","Diptera",1,2018-01-12,2018-01-15
"118","GuamRacetrackL2","Guam","Racetrack","L2","y","y","Diptera",16,2018-01-12,2018-01-15
"119","GuamRacetrackL2","Guam","Racetrack","L2","y","r","Diptera",4,2018-01-12,2018-01-15
"120","GuamRacetrackL2","Guam","Racetrack","L2","y","w","Diptera",4,2018-01-12,2018-01-15
"121","GuamRacetrackL2","Guam","Racetrack","L2","y","b","Diptera",2,2018-01-12,2018-01-15
"122","GuamRacetrackL2","Guam","Racetrack","L2","w","r","Diptera",4,2018-01-12,2018-01-15
"123","GuamRacetrackL2","Guam","Racetrack","L2","w","w","Diptera",7,2018-01-12,2018-01-15
"124","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Diptera",0,2018-01-12,2018-01-15
"125","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Diptera",6,2018-01-12,2018-01-15
"126","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Diptera",1,2018-01-12,2018-01-15
"127","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Diptera",2,2018-01-12,2018-01-15
"128","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Diptera",0,2018-01-12,2018-01-15
"129","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Diptera",0,2018-01-12,2018-01-15
"130","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Diptera",0,2018-01-12,2018-01-15
"131","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Diptera",0,2018-01-12,2018-01-15
"132","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Diptera",0,2018-01-12,2018-01-15
"133","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Diptera",0,2018-01-12,2018-01-15
"134","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Diptera",0,2018-01-12,2018-01-15
"135","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Diptera",0,2018-01-12,2018-01-15
"136","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Diptera",3,2018-01-12,2018-01-15
"137","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Diptera",1,2018-01-12,2018-01-15
"138","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Diptera",0,2018-01-12,2018-01-15
"139","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Diptera",3,2018-01-12,2018-01-15
"140","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Diptera",2,2018-01-12,2018-01-15
"141","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Diptera",0,2018-01-12,2018-01-15
"142","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Diptera",0,2018-01-12,2018-01-15
"143","GuamRacetrackL3","Guam","Racetrack","L3","r","b","Diptera",1,2018-01-12,2018-01-15
"144","GuamRacetrackL3","Guam","Racetrack","L3","r","w","Diptera",0,2018-01-12,2018-01-15
"145","GuamRitiL1","Guam","Riti","L1","w","b","Diptera",0,2018-01-12,2018-01-15
"146","GuamRitiL1","Guam","Riti","L1","w","y","Diptera",0,2018-01-12,2018-01-15
"147","GuamRitiL1","Guam","Riti","L1","y","y","Diptera",1,2018-01-12,2018-01-15
"148","GuamRitiL1","Guam","Riti","L1","r","b","Diptera",0,2018-01-12,2018-01-15
"149","GuamRitiL1","Guam","Riti","L1","r","y","Diptera",0,2018-01-12,2018-01-15
"150","GuamRitiL1","Guam","Riti","L1","y","b","Diptera",0,2018-01-12,2018-01-15
"151","GuamRitiL1","Guam","Riti","L1","y","w","Diptera",0,2018-01-12,2018-01-15
"152","GuamRitiL1","Guam","Riti","L1","w","r","Diptera",0,2018-01-12,2018-01-15
"153","GuamRitiL1","Guam","Riti","L1","b","y","Diptera",0,2018-01-12,2018-01-15
"154","GuamRitiL1","Guam","Riti","L1","r","w","Diptera",0,2018-01-12,2018-01-15
"155","GuamRitiL1","Guam","Riti","L1","b","r","Diptera",0,2018-01-12,2018-01-15
"156","GuamRitiL1","Guam","Riti","L1","b","b","Diptera",0,2018-01-12,2018-01-15
"157","GuamRitiL1","Guam","Riti","L1","y","r","Diptera",0,2018-01-12,2018-01-15
"158","GuamRitiL1","Guam","Riti","L1","b","w","Diptera",0,2018-01-12,2018-01-15
"159","GuamRitiL1","Guam","Riti","L1","w","w","Diptera",0,2018-01-12,2018-01-15
"160","GuamRitiL1","Guam","Riti","L1","r","r","Diptera",0,2018-01-12,2018-01-15
"161","GuamRitiL2","Guam","Riti","L2","y","y","Diptera",0,2018-01-12,2018-01-15
"162","GuamRitiL2","Guam","Riti","L2","w","r","Diptera",0,2018-01-12,2018-01-15
"163","GuamRitiL2","Guam","Riti","L2","w","w","Diptera",0,2018-01-12,2018-01-15
"164","GuamRitiL2","Guam","Riti","L2","w","b","Diptera",0,2018-01-12,2018-01-15
"165","GuamRitiL2","Guam","Riti","L2","b","w","Diptera",0,2018-01-12,2018-01-15
"166","GuamRitiL2","Guam","Riti","L2","b","r","Diptera",0,2018-01-12,2018-01-15
"167","GuamRitiL2","Guam","Riti","L2","w","y","Diptera",0,2018-01-12,2018-01-15
"168","GuamRitiL2","Guam","Riti","L2","b","b","Diptera",0,2018-01-12,2018-01-15
"169","GuamRitiL2","Guam","Riti","L2","b","y","Diptera",0,2018-01-12,2018-01-15
"170","GuamRitiL2","Guam","Riti","L2","y","w","Diptera",0,2018-01-12,2018-01-15
"171","GuamRitiL2","Guam","Riti","L2","r","r","Diptera",0,2018-01-12,2018-01-15
"172","GuamRitiL2","Guam","Riti","L2","y","r","Diptera",0,2018-01-12,2018-01-15
"173","GuamRitiL2","Guam","Riti","L2","y","b","Diptera",0,2018-01-12,2018-01-15
"174","GuamRitiL2","Guam","Riti","L2","r","w","Diptera",0,2018-01-12,2018-01-15
"175","GuamRitiL2","Guam","Riti","L2","r","y","Diptera",0,2018-01-12,2018-01-15
"176","GuamRitiL2","Guam","Riti","L2","r","b","Diptera",0,2018-01-12,2018-01-15
"177","GuamRitiL3","Guam","Riti","L3","r","r","Diptera",0,2018-01-12,2018-01-15
"178","GuamRitiL3","Guam","Riti","L3","y","r","Diptera",0,2018-01-12,2018-01-15
"179","GuamRitiL3","Guam","Riti","L3","b","r","Diptera",1,2018-01-12,2018-01-15
"180","GuamRitiL3","Guam","Riti","L3","b","y","Diptera",0,2018-01-12,2018-01-15
"181","GuamRitiL3","Guam","Riti","L3","r","w","Diptera",0,2018-01-12,2018-01-15
"182","GuamRitiL3","Guam","Riti","L3","y","w","Diptera",0,2018-01-12,2018-01-15
"183","GuamRitiL3","Guam","Riti","L3","b","w","Diptera",0,2018-01-12,2018-01-15
"184","GuamRitiL3","Guam","Riti","L3","b","b","Diptera",0,2018-01-12,2018-01-15
"185","GuamRitiL3","Guam","Riti","L3","r","b","Diptera",0,2018-01-12,2018-01-15
"186","GuamRitiL3","Guam","Riti","L3","y","b","Diptera",0,2018-01-12,2018-01-15
"187","GuamRitiL3","Guam","Riti","L3","w","r","Diptera",0,2018-01-12,2018-01-15
"188","GuamRitiL3","Guam","Riti","L3","w","b","Diptera",0,2018-01-12,2018-01-15
"189","GuamRitiL3","Guam","Riti","L3","r","y","Diptera",0,2018-01-12,2018-01-15
"190","GuamRitiL3","Guam","Riti","L3","y","y","Diptera",0,2018-01-12,2018-01-15
"191","GuamRitiL3","Guam","Riti","L3","w","w","Diptera",0,2018-01-12,2018-01-15
"192","GuamRitiL3","Guam","Riti","L3","w","y","Diptera",0,2018-01-12,2018-01-15
"193","GuamSblasL1","Guam","Sblas","L1","b","b","Diptera",0,2018-01-12,2018-01-15
"194","GuamSblasL1","Guam","Sblas","L1","y","y","Diptera",2,2018-01-12,2018-01-15
"195","GuamSblasL1","Guam","Sblas","L1","b","b","Diptera",0,2018-01-12,2018-01-15
"196","GuamSblasL1","Guam","Sblas","L1","b","y","Diptera",0,2018-01-12,2018-01-15
"197","GuamSblasL1","Guam","Sblas","L1","b","w","Diptera",1,2018-01-12,2018-01-15
"198","GuamSblasL1","Guam","Sblas","L1","b","r","Diptera",1,2018-01-12,2018-01-15
"199","GuamSblasL1","Guam","Sblas","L1","w","y","Diptera",0,2018-01-12,2018-01-15
"200","GuamSblasL1","Guam","Sblas","L1","y","y","Diptera",0,2018-01-12,2018-01-15
"201","GuamSblasL1","Guam","Sblas","L1","w","b","Diptera",0,2018-01-12,2018-01-15
"202","GuamSblasL1","Guam","Sblas","L1","r","b","Diptera",0,2018-01-12,2018-01-15
"203","GuamSblasL1","Guam","Sblas","L1","w","r","Diptera",1,2018-01-12,2018-01-15
"204","GuamSblasL1","Guam","Sblas","L1","y","b","Diptera",1,2018-01-12,2018-01-15
"205","GuamSblasL1","Guam","Sblas","L1","r","r","Diptera",0,2018-01-12,2018-01-15
"206","GuamSblasL1","Guam","Sblas","L1","r","w","Diptera",0,2018-01-12,2018-01-15
"207","GuamSblasL1","Guam","Sblas","L1","y","r","Diptera",1,2018-01-12,2018-01-15
"208","GuamSblasL1","Guam","Sblas","L1","y","w","Diptera",0,2018-01-12,2018-01-15
"209","GuamSblasL1","Guam","Sblas","L1","r","y","Diptera",0,2018-01-12,2018-01-15
"210","GuamSblasL1","Guam","Sblas","L1","w","w","Diptera",0,2018-01-12,2018-01-15
"211","GuamSblasL2","Guam","Sblas","L2","r","y","Diptera",0,2018-01-12,2018-01-15
"212","GuamSblasL2","Guam","Sblas","L2","r","b","Diptera",0,2018-01-12,2018-01-15
"213","GuamSblasL2","Guam","Sblas","L2","r","w","Diptera",0,2018-01-12,2018-01-15
"214","GuamSblasL2","Guam","Sblas","L2","r","r","Diptera",0,2018-01-12,2018-01-15
"215","GuamSblasL2","Guam","Sblas","L2","w","y","Diptera",0,2018-01-12,2018-01-15
"216","GuamSblasL2","Guam","Sblas","L2","w","b","Diptera",0,2018-01-12,2018-01-15
"217","GuamSblasL2","Guam","Sblas","L2","w","w","Diptera",0,2018-01-12,2018-01-15
"218","GuamSblasL2","Guam","Sblas","L2","b","y","Diptera",0,2018-01-12,2018-01-15
"219","GuamSblasL2","Guam","Sblas","L2","w","r","Diptera",0,2018-01-12,2018-01-15
"220","GuamSblasL2","Guam","Sblas","L2","b","w","Diptera",0,2018-01-12,2018-01-15
"221","GuamSblasL2","Guam","Sblas","L2","b","b","Diptera",0,2018-01-12,2018-01-15
"222","GuamSblasL2","Guam","Sblas","L2","b","r","Diptera",0,2018-01-12,2018-01-15
"223","GuamSblasL2","Guam","Sblas","L2","y","y","Diptera",0,2018-01-12,2018-01-15
"224","GuamSblasL2","Guam","Sblas","L2","y","b","Diptera",0,2018-01-12,2018-01-15
"225","GuamSblasL2","Guam","Sblas","L2","y","w","Diptera",0,2018-01-12,2018-01-15
"226","GuamSblasL2","Guam","Sblas","L2","y","r","Diptera",0,2018-01-12,2018-01-15
"227","GuamSblasL3","Guam","Sblas","L3","w","w","Diptera",0,2018-01-12,2018-01-15
"228","GuamSblasL3","Guam","Sblas","L3","r","y","Diptera",0,2018-01-12,2018-01-15
"229","GuamSblasL3","Guam","Sblas","L3","r","r","Diptera",1,2018-01-12,2018-01-15
"230","GuamSblasL3","Guam","Sblas","L3","r","w","Diptera",1,2018-01-12,2018-01-15
"231","GuamSblasL3","Guam","Sblas","L3","r","b","Diptera",0,2018-01-12,2018-01-15
"232","GuamSblasL3","Guam","Sblas","L3","y","b","Diptera",0,2018-01-12,2018-01-15
"233","GuamSblasL3","Guam","Sblas","L3","y","y","Diptera",0,2018-01-12,2018-01-15
"234","GuamSblasL3","Guam","Sblas","L3","w","r","Diptera",1,2018-01-12,2018-01-15
"235","GuamSblasL3","Guam","Sblas","L3","w","b","Diptera",2,2018-01-12,2018-01-15
"236","GuamSblasL3","Guam","Sblas","L3","w","y","Diptera",5,2018-01-12,2018-01-15
"237","GuamSblasL3","Guam","Sblas","L3","y","w","Diptera",0,2018-01-12,2018-01-15
"238","GuamSblasL3","Guam","Sblas","L3","b","y","Diptera",0,2018-01-12,2018-01-15
"239","GuamSblasL3","Guam","Sblas","L3","b","r","Diptera",0,2018-01-12,2018-01-15
"240","GuamSblasL3","Guam","Sblas","L3","b","w","Diptera",0,2018-01-12,2018-01-15
"241","GuamSblasL3","Guam","Sblas","L3","b","b","Diptera",0,2018-01-12,2018-01-15
"242","GuamSblasL3","Guam","Sblas","L3","y","r","Diptera",0,2018-01-12,2018-01-15
"243","SaipanForbiAL1","Saipan","ForbiA","L1","b","w","Diptera",1,2018-01-17,2018-01-20
"244","SaipanForbiAL1","Saipan","ForbiA","L1","y","y","Diptera",1,2018-01-17,2018-01-20
"245","SaipanForbiAL1","Saipan","ForbiA","L1","y","r","Diptera",NA,2018-01-17,2018-01-20
"246","SaipanForbiAL1","Saipan","ForbiA","L1","r","r","Diptera",2,2018-01-17,2018-01-20
"247","SaipanForbiAL1","Saipan","ForbiA","L1","r","w","Diptera",2,2018-01-17,2018-01-20
"248","SaipanForbiAL1","Saipan","ForbiA","L1","b","y","Diptera",6,2018-01-17,2018-01-20
"249","SaipanForbiAL1","Saipan","ForbiA","L1","w","r","Diptera",2,2018-01-17,2018-01-20
"250","SaipanForbiAL1","Saipan","ForbiA","L1","b","b","Diptera",NA,2018-01-17,2018-01-20
"251","SaipanForbiAL1","Saipan","ForbiA","L1","b","r","Diptera",NA,2018-01-17,2018-01-20
"252","SaipanForbiAL1","Saipan","ForbiA","L1","w","y","Diptera",NA,2018-01-17,2018-01-20
"253","SaipanForbiAL1","Saipan","ForbiA","L1","w","w","Diptera",6,2018-01-17,2018-01-20
"254","SaipanForbiAL1","Saipan","ForbiA","L1","y","b","Diptera",2,2018-01-17,2018-01-20
"255","SaipanForbiAL1","Saipan","ForbiA","L1","w","b","Diptera",NA,2018-01-17,2018-01-20
"256","SaipanForbiAL1","Saipan","ForbiA","L1","r","y","Diptera",1,2018-01-17,2018-01-20
"257","SaipanForbiAL1","Saipan","ForbiA","L1","y","w","Diptera",NA,2018-01-17,2018-01-20
"258","SaipanForbiAL1","Saipan","ForbiA","L1","r","b","Diptera",2,2018-01-17,2018-01-20
"259","SaipanForbiAL2","Saipan","ForbiA","L2","y","b","Diptera",1,2018-01-17,2018-01-20
"260","SaipanForbiAL2","Saipan","ForbiA","L2","y","y","Diptera",7,2018-01-17,2018-01-20
"261","SaipanForbiAL2","Saipan","ForbiA","L2","y","w","Diptera",7,2018-01-17,2018-01-20
"262","SaipanForbiAL2","Saipan","ForbiA","L2","y","r","Diptera",0,2018-01-17,2018-01-20
"263","SaipanForbiAL2","Saipan","ForbiA","L2","b","y","Diptera",15,2018-01-17,2018-01-20
"264","SaipanForbiAL2","Saipan","ForbiA","L2","b","b","Diptera",2,2018-01-17,2018-01-20
"265","SaipanForbiAL2","Saipan","ForbiA","L2","b","w","Diptera",4,2018-01-17,2018-01-20
"266","SaipanForbiAL2","Saipan","ForbiA","L2","b","r","Diptera",2,2018-01-17,2018-01-20
"267","SaipanForbiAL2","Saipan","ForbiA","L2","w","y","Diptera",4,2018-01-17,2018-01-20
"268","SaipanForbiAL2","Saipan","ForbiA","L2","w","b","Diptera",1,2018-01-17,2018-01-20
"269","SaipanForbiAL2","Saipan","ForbiA","L2","w","w","Diptera",4,2018-01-17,2018-01-20
"270","SaipanForbiAL2","Saipan","ForbiA","L2","w","r","Diptera",1,2018-01-17,2018-01-20
"271","SaipanForbiAL2","Saipan","ForbiA","L2","r","y","Diptera",6,2018-01-17,2018-01-20
"272","SaipanForbiAL2","Saipan","ForbiA","L2","r","b","Diptera",3,2018-01-17,2018-01-20
"273","SaipanForbiAL2","Saipan","ForbiA","L2","r","w","Diptera",6,2018-01-17,2018-01-20
"274","SaipanForbiAL2","Saipan","ForbiA","L2","r","r","Diptera",2,2018-01-17,2018-01-20
"275","SaipanForbiAL3","Saipan","ForbiA","L3","r","y","Diptera",3,2018-01-17,2018-01-20
"276","SaipanForbiAL3","Saipan","ForbiA","L3","r","b","Diptera",5,2018-01-17,2018-01-20
"277","SaipanForbiAL3","Saipan","ForbiA","L3","r","w","Diptera",4,2018-01-17,2018-01-20
"278","SaipanForbiAL3","Saipan","ForbiA","L3","r","r","Diptera",5,2018-01-17,2018-01-20
